HUD frame time nsec:,109641000

Range Index,Elapsed Time, First Event,Last Event
1255,64352,8794,8794
1256,65280,8801,8801
1257,66048,8808,8808
1258,63168,8815,8815
1259,68000,8822,8822
1260,62208,8829,8829
1261,69760,8836,8836
1262,61920,8843,8843
1263,69792,8850,8850
1264,62688,8857,8857
1265,67712,8864,8864
1266,64192,8871,8871
1267,65440,8878,8878
1268,65184,8885,8885
1269,64352,8892,8892
1270,68064,8899,8899
1271,62304,8906,8906
1272,69408,8913,8913
1273,62272,8920,8920
1274,69344,8927,8927
1275,62528,8934,8934
1276,67840,8941,8941
1277,64256,8948,8948
1278,65472,8955,8955
1279,65536,8962,8962
1280,64160,8969,8969
1281,67840,8976,8976
1282,62272,8983,8983
1283,69792,8990,8990
1284,62080,8997,8997
1285,69696,9004,9004
1286,62624,9011,9011
1287,67968,9018,9018
1288,63360,9025,9025
1289,65344,9032,9032
1290,65536,9039,9039
1291,64224,9046,9046
1292,67680,9053,9053
1293,62464,9060,9060
1294,69536,9067,9067
1295,62112,9074,9074
1296,69600,9081,9081
1297,62336,9088,9088
1298,67840,9095,9095
1299,64096,9102,9102
1300,65408,9109,9109
1301,63104,9116,9116
1302,68992,9123,9123
1303,62464,9130,9130
1304,67968,9137,9137
1305,64288,9144,9144
1306,65216,9151,9151
1307,65536,9158,9158
1308,64128,9165,9165
1309,68128,9172,9172
1310,62240,9179,9179
1311,69856,9186,9186
1312,61952,9193,9193
1313,69664,9200,9200
1314,62336,9207,9207
1315,68192,9214,9214
1316,63808,9221,9221
1317,65760,9228,9228
1318,65568,9235,9235
1319,63968,9242,9242
1320,67840,9249,9249
1321,62368,9256,9256
1322,69696,9263,9263
1323,62208,9270,9270
1324,69344,9277,9277
1325,62624,9284,9284
1326,67936,9291,9291
1327,64192,9298,9298
1328,65664,9305,9305
1329,65120,9312,9312
1330,64256,9319,9319
1331,67808,9326,9326
1332,63136,9333,9333
1333,68704,9340,9340
1334,63168,9347,9347
1335,68416,9354,9354
1336,62752,9361,9361
1337,67520,9368,9368
1338,64128,9375,9375
1339,65440,9382,9382
1340,65568,9389,9389
1341,64064,9396,9396
1342,67872,9403,9403
1343,62400,9410,9410
1344,69632,9417,9417
1345,62208,9424,9424
1346,69408,9431,9431
1347,62656,9438,9438
1348,67808,9445,9445
1349,64160,9452,9452
1350,65408,9459,9459
1351,62560,9466,9466
1352,69504,9473,9473
1353,62560,9480,9480
1354,67808,9487,9487
1355,64416,9494,9494
1356,65024,9501,9501
1357,65760,9508,9508
1358,63968,9515,9515
1359,68096,9522,9522
1360,62208,9529,9529
1361,69504,9536,9536
1362,62368,9543,9543
1363,69536,9550,9550
1364,62688,9557,9557
1365,709952,9564,9564
1366,64096,9571,9571
1367,64864,9578,9578
1368,66400,9585,9585
1369,63840,9592,9592
1370,68128,9599,9599
1371,62304,9606,9606
1372,68896,9613,9613
1373,62720,9620,9620
1374,69728,9627,9627
1375,62752,9634,9634
1376,67840,9641,9641
1377,63200,9648,9648
1378,66144,9655,9655
1379,65344,9662,9662
1380,64608,9669,9669
1381,67104,9676,9676
1382,62432,9683,9683
1383,69664,9690,9690
1384,62240,9697,9697
1385,69440,9704,9704
1386,62656,9711,9711
1387,67904,9718,9718
1388,64032,9725,9725
1389,65440,9732,9732
1390,65568,9739,9739
1391,64064,9746,9746
1392,67872,9753,9753
1393,62432,9760,9760
1394,69600,9767,9767
1395,62208,9774,9774
1396,69472,9781,9781
1397,62880,9788,9788
1398,67616,9795,9795
1399,64096,9802,9802
1400,65440,9809,9809
1401,63200,9816,9816
1402,68832,9823,9823
1403,62784,9830,9830
1404,67584,9837,9837
1405,64448,9844,9844
1406,65024,9851,9851
1407,65952,9858,9858
1408,63968,9865,9865
1409,68032,9872,9872
1410,62176,9879,9879
1411,69824,9886,9886
1412,62336,9893,9893
1413,69312,9900,9900
1414,62720,9907,9907
1415,67840,9914,9914
1416,64096,9921,9921
1417,65504,9928,9928
1418,65664,9935,9935
1419,63968,9942,9942
1420,67968,9949,9949
1421,62432,9956,9956
1422,69440,9963,9963
1423,62112,9970,9970
1424,70144,9977,9977
1425,62688,9984,9984
1426,67552,9991,9991
1427,64224,9998,9998
1428,64640,10005,10005
1429,65536,10012,10012
1430,63968,10019,10019
1431,68192,10026,10026
1432,62176,10033,10033
1433,69664,10040,10040
1434,62144,10047,10047
1435,69600,10054,10054
1436,62560,10061,10061
1437,67904,10068,10068
1438,64064,10075,10075
1439,65408,10082,10082
1440,65632,10089,10089
1441,63936,10096,10096
1442,67968,10103,10103
1443,62464,10110,10110
1444,69536,10117,10117
1445,62144,10124,10124
1446,69600,10131,10131
1447,62560,10138,10138
1448,67776,10145,10145
1449,64096,10152,10152
1450,65696,10159,10159
1451,62688,10166,10166
1452,68992,10173,10173
1453,62592,10180,10180
1454,67968,10187,10187
1455,64096,10194,10194
1456,65440,10201,10201
1457,65472,10208,10208
1458,63904,10215,10215
1459,67200,10222,10222
1460,510272,10229,10229
1461,69760,10236,10236
1462,61760,10243,10243
1463,69760,10250,10250
1464,62560,10257,10257
1465,67936,10264,10264
1466,64224,10271,10271
1467,65600,10278,10278
1468,65152,10285,10285
1469,64512,10292,10292
1470,68320,10299,10299
1471,62720,10306,10306
1472,68256,10313,10313
1473,62176,10320,10320
1474,69536,10327,10327
1475,62720,10334,10334
1476,67744,10341,10341
1477,64160,10348,10348
1478,65440,10355,10355
1479,65568,10362,10362
1480,64000,10369,10369
1481,67936,10376,10376
1482,62400,10383,10383
1483,69792,10390,10390
1484,62080,10397,10397
1485,69536,10404,10404
1486,62688,10411,10411
1487,67840,10418,10418
1488,64064,10425,10425
1489,65440,10432,10432
1490,65568,10439,10439
1491,64096,10446,10446
1492,67840,10453,10453
1493,62560,10460,10460
1494,69504,10467,10467
1495,62048,10474,10474
1496,69568,10481,10481
1497,62656,10488,10488
1498,67776,10495,10495
1499,64192,10502,10502
1500,65344,10509,10509
1501,62560,10516,10516
1502,69504,10523,10523
1503,62656,10530,10530
1504,67968,10537,10537
1505,63872,10544,10544
1506,65696,10551,10551
1507,65824,10558,10558
1508,63648,10565,10565
1509,67968,10572,10572
1510,62432,10579,10579
1511,69632,10586,10586
1512,62368,10593,10593
1513,69056,10600,10600
1514,62848,10607,10607
1515,67712,10614,10614
1516,64128,10621,10621
1517,65504,10628,10628
1518,65952,10635,10635
1519,63680,10642,10642
1520,67552,10649,10649
1521,62528,10656,10656
1522,69504,10663,10663
1523,62240,10670,10670
1524,69472,10677,10677
1525,62624,10684,10684
1526,68032,10691,10691
1527,63872,10698,10698
1528,65472,10705,10705
1529,65600,10712,10712
1530,63776,10719,10719
1531,68032,10726,10726
1532,62304,10733,10733
1533,69664,10740,10740
1534,62176,10747,10747
1535,69504,10754,10754
1536,62656,10761,10761
1537,67904,10768,10768
1538,64064,10775,10775
1539,65472,10782,10782
1540,65696,10789,10789
1541,63712,10796,10796
1542,67968,10803,10803
1543,62336,10810,10810
1544,69600,10817,10817
1545,62144,10824,10824
1546,69664,10831,10831
1547,62592,10838,10838
1548,67776,10845,10845
1549,64128,10852,10852
1550,65408,10859,10859
1551,62624,10866,10866
1552,69472,10873,10873
1553,62624,10880,10880
1554,68032,10887,10887
1555,64064,10894,10894
1556,65376,10901,10901
1557,65600,10908,10908
1558,64032,10915,10915
1559,67872,10922,10922
1560,62080,10929,10929
1561,69632,10936,10936
1562,62496,10943,10943
1563,69568,10950,10950
1564,62528,10957,10957
1565,67584,10964,10964
1566,63904,10971,10971
1567,65632,10978,10978
1568,65472,10985,10985
1569,64000,10992,10992
1570,67936,10999,10999
1571,62464,11006,11006
1572,69536,11013,11013
1573,62112,11020,11020
1574,69536,11027,11027
1575,62688,11034,11034
1576,67744,11041,11041
1577,64064,11048,11048
1578,65472,11055,11055
1579,65664,11062,11062
1580,64064,11069,11069
1581,67776,11076,11076
1582,62400,11083,11083
1583,69696,11090,11090
1584,62464,11097,11097
1585,69248,11104,11104
1586,62624,11111,11111
1587,67904,11118,11118
1588,64000,11125,11125
1589,65472,11132,11132
1590,65504,11139,11139
1591,64032,11146,11146
1592,67968,11153,11153
1593,62272,11160,11160
1594,69600,11167,11167
1595,62208,11174,11174
1596,69440,11181,11181
1597,62624,11188,11188
1598,67872,11195,11195
1599,64096,11202,11202
1600,65440,11209,11209
1601,62496,11216,11216
1602,69568,11223,11223
1603,62656,11230,11230
1604,67936,11237,11237
1605,64096,11244,11244
1606,65472,11251,11251
1607,65504,11258,11258
1608,64224,11265,11265
1609,67808,11272,11272
1610,62560,11279,11279
1611,69600,11286,11286
1612,61920,11293,11293
1613,69248,11300,11300
1614,62624,11307,11307
1615,67680,11314,11314
1616,64128,11321,11321
1617,65504,11328,11328
1618,65664,11335,11335
1619,63968,11342,11342
1620,68000,11349,11349
1621,62272,11356,11356
1622,69728,11363,11363
1623,62016,11370,11370
1624,69568,11377,11377
1625,62656,11384,11384
1626,67808,11391,11391
1627,64192,11398,11398
1628,65376,11405,11405
1629,65536,11412,11412
1630,63968,11419,11419
1631,67936,11426,11426
1632,62400,11433,11433
1633,69664,11440,11440
1634,62208,11447,11447
1635,69600,11454,11454
1636,62656,11461,11461
1637,67776,11468,11468
1638,64096,11475,11475
1639,65504,11482,11482
1640,65472,11489,11489
1641,63968,11496,11496
1642,67968,11503,11503
1643,62592,11510,11510
1644,69408,11517,11517
1645,62144,11524,11524
1646,69568,11531,11531
1647,62752,11538,11538
1648,67744,11545,11545
1649,64192,11552,11552
1650,65408,11559,11559
1651,62656,11566,11566
1652,69280,11573,11573
1653,62720,11580,11580
1654,68000,11587,11587
1655,64352,11594,11594
1656,65600,11601,11601
1657,64896,11608,11608
1658,64832,11615,11615
1659,67008,11622,11622
1660,62464,11629,11629
1661,69504,11636,11636
1662,62144,11643,11643
1663,69536,11650,11650
1664,62752,11657,11657
1665,67776,11664,11664
1666,64128,11671,11671
1667,65600,11678,11678
1668,65472,11685,11685
1669,64064,11692,11692
1670,67840,11699,11699
1671,62432,11706,11706
1672,69600,11713,11713
1673,62144,11720,11720
1674,69568,11727,11727
1675,62752,11734,11734
1676,67936,11741,11741
1677,63936,11748,11748
1678,65248,11755,11755
1679,65920,11762,11762
1680,63616,11769,11769
1681,67968,11776,11776
1682,62432,11783,11783
1683,69632,11790,11790
1684,62048,11797,11797
1685,69504,11804,11804
1686,62688,11811,11811
1687,67776,11818,11818
1688,64128,11825,11825
1689,65472,11832,11832
1690,65696,11839,11839
1691,63968,11846,11846
1692,67840,11853,11853
1693,62464,11860,11860
1694,69696,11867,11867
1695,62048,11874,11874
1696,69440,11881,11881
1697,62560,11888,11888
1698,67808,11895,11895
1699,64192,11902,11902
1700,65344,11909,11909
1701,62720,11916,11916
1702,69664,11923,11923
1703,62208,11930,11930
1704,68320,11937,11937
1705,63328,11944,11944
1706,65440,11951,11951
1707,65696,11958,11958
1708,64000,11965,11965
1709,68000,11972,11972
1710,62368,11979,11979
1711,69920,11986,11986
1712,61792,11993,11993
1713,69664,12000,12000
1714,62496,12007,12007
1715,67936,12014,12014
1716,63968,12021,12021
1717,65568,12028,12028
1718,65536,12035,12035
1719,63968,12042,12042
1720,67968,12049,12049
1721,62400,12056,12056
1722,69600,12063,12063
1723,62240,12070,12070
1724,69632,12077,12077
1725,62464,12084,12084
1726,67872,12091,12091
1727,64128,12098,12098
1728,65408,12105,12105
1729,65632,12112,12112
1730,63936,12119,12119
1731,67968,12126,12126
1732,62432,12133,12133
1733,69568,12140,12140
1734,62304,12147,12147
1735,69408,12154,12154
1736,62656,12161,12161
1737,67840,12168,12168
1738,64128,12175,12175
1739,65472,12182,12182
1740,65504,12189,12189
1741,63968,12196,12196
1742,67936,12203,12203
1743,62400,12210,12210
1744,69600,12217,12217
1745,62112,12224,12224
1746,69536,12231,12231
1747,62720,12238,12238
1748,67936,12245,12245
1749,63936,12252,12252
1750,65440,12259,12259
1751,62624,12266,12266
1752,68992,12273,12273
1753,62624,12280,12280
1754,67936,12287,12287
1755,64192,12294,12294
1756,65344,12301,12301
1757,65568,12308,12308
1758,64064,12315,12315
1759,67904,12322,12322
1760,62336,12329,12329
1761,69632,12336,12336
1762,62112,12343,12343
1763,69664,12350,12350
1764,62816,12357,12357
1765,67552,12364,12364
1766,64160,12371,12371
1767,65536,12378,12378
1768,65600,12385,12385
1769,63968,12392,12392
1770,67904,12399,12399
1771,62464,12406,12406
1772,69504,12413,12413
1773,61888,12420,12420
1774,69504,12427,12427
1775,62688,12434,12434
1776,67936,12441,12441
1777,64032,12448,12448
1778,65632,12455,12455
1779,65472,12462,12462
1780,63872,12469,12469
1781,68032,12476,12476
1782,62304,12483,12483
1783,69664,12490,12490
1784,62144,12497,12497
1785,69600,12504,12504
1786,62560,12511,12511
1787,67904,12518,12518
1788,64064,12525,12525
1789,65472,12532,12532
1790,65504,12539,12539
1791,64000,12546,12546
1792,67968,12553,12553
1793,62368,12560,12560
1794,69632,12567,12567
1795,62208,12574,12574
1796,69440,12581,12581
1797,62720,12588,12588
1798,67808,12595,12595
1799,64160,12602,12602
1800,65440,12609,12609
1801,62048,12616,12616
1802,69536,12623,12623
1803,62752,12630,12630
1804,67840,12637,12637
1805,64128,12644,12644
1806,65536,12651,12651
1807,65440,12658,12658
1808,64064,12665,12665
1809,67968,12672,12672
1810,62432,12679,12679
1811,69664,12686,12686
1812,62080,12693,12693
1813,69504,12700,12700
1814,62784,12707,12707
1815,67744,12714,12714
1816,64192,12721,12721
1817,65472,12728,12728
1818,65568,12735,12735
1819,64096,12742,12742
1820,67840,12749,12749
1821,62400,12756,12756
1822,69632,12763,12763
1823,62208,12770,12770
1824,69472,12777,12777
1825,62656,12784,12784
1826,67808,12791,12791
1827,64416,12798,12798
1828,65184,12805,12805
1829,65600,12812,12812
1830,63936,12819,12819
1831,67936,12826,12826
1832,62432,12833,12833
1833,69664,12840,12840
1834,62176,12847,12847
1835,69632,12854,12854
1836,62560,12861,12861
1837,67840,12868,12868
1838,63936,12875,12875
1839,65472,12882,12882
1840,65504,12889,12889
1841,64032,12896,12896
1842,67936,12903,12903
1843,62464,12910,12910
1844,69536,12917,12917
1845,62112,12924,12924
1846,69536,12931,12931
1847,62624,12938,12938
1848,68032,12945,12945
1849,63936,12952,12952
1850,65408,12959,12959
1851,62208,12966,12966
1852,69376,12973,12973
1853,62624,12980,12980
1854,67968,12987,12987
1855,64128,12994,12994
1856,65440,13001,13001
1857,65568,13008,13008
1858,64096,13015,13015
1859,67968,13022,13022
1860,62336,13029,13029
1861,69696,13036,13036
1862,62048,13043,13043
1863,69536,13050,13050
1864,62656,13057,13057
1865,67840,13064,13064
1866,64096,13071,13071
1867,65632,13078,13078
1868,65504,13085,13085
1869,63936,13092,13092
1870,67968,13099,13099
1871,62432,13106,13106
1872,69600,13113,13113
1873,62112,13120,13120
1874,69536,13127,13127
1875,62720,13134,13134
1876,67776,13141,13141
1877,64128,13148,13148
1878,65440,13155,13155
1879,65728,13162,13162
1880,63968,13169,13169
1881,67808,13176,13176
1882,62400,13183,13183
1883,69760,13190,13190
1884,62112,13197,13197
1885,69472,13204,13204
1886,62528,13211,13211
1887,67744,13218,13218
1888,64192,13225,13225
1889,65376,13232,13232
1890,65600,13239,13239
1891,64160,13246,13246
1892,67744,13253,13253
1893,62400,13260,13260
1894,69632,13267,13267
1895,62208,13274,13274
1896,69440,13281,13281
1897,62656,13288,13288
1898,67872,13295,13295
1899,64160,13302,13302
1900,65408,13309,13309
1901,62112,13316,13316
1902,69504,13323,13323
1903,62752,13330,13330
1904,67840,13337,13337
1905,64224,13344,13344
1906,65344,13351,13351
1907,65632,13358,13358
1908,64064,13365,13365
1909,68096,13372,13372
1910,62208,13379,13379
1911,69600,13386,13386
1912,62176,13393,13393
1913,69312,13400,13400
1914,62624,13407,13407
1915,67936,13414,13414
1916,64032,13421,13421
1917,65600,13428,13428
1918,65504,13435,13435
1919,64000,13442,13442
1920,67936,13449,13449
1921,62400,13456,13456
1922,69600,13463,13463
1923,62240,13470,13470
1924,69472,13477,13477
1925,62688,13484,13484
1926,67552,13491,13491
1927,64096,13498,13498
1928,65472,13505,13505
1929,65568,13512,13512
1930,63968,13519,13519
1931,68000,13526,13526
1932,62464,13533,13533
1933,69568,13540,13540
1934,62048,13547,13547
1935,69536,13554,13554
1936,62720,13561,13561
1937,67776,13568,13568
1938,64160,13575,13575
1939,65472,13582,13582
1940,65376,13589,13589
1941,64000,13596,13596
1942,67968,13603,13603
1943,62368,13610,13610
1944,69664,13617,13617
1945,62176,13624,13624
1946,69376,13631,13631
1947,62688,13638,13638
1948,67712,13645,13645
1949,64128,13652,13652
1950,65504,13659,13659
1951,62208,13666,13666
1952,69312,13673,13673
1953,62624,13680,13680
1954,67904,13687,13687
1955,64192,13694,13694
1956,65376,13701,13701
1957,65568,13708,13708
1958,64064,13715,13715
1959,67904,13722,13722
1960,62432,13729,13729
1961,69600,13736,13736
1962,62144,13743,13743
1963,69568,13750,13750
1964,62592,13757,13757
1965,67808,13764,13764
1966,64160,13771,13771
1967,65472,13778,13778
1968,65472,13785,13785
1969,64000,13792,13792
1970,67968,13799,13799
1971,62464,13806,13806
1972,69600,13813,13813
1973,62272,13820,13820
1974,69312,13827,13827
1975,62688,13834,13834
1976,67808,13841,13841
1977,64192,13848,13848
1978,65376,13855,13855
1979,65664,13862,13862
1980,63936,13869,13869
1981,67936,13876,13876
1982,62400,13883,13883
1983,69696,13890,13890
1984,62144,13897,13897
1985,69504,13904,13904
1986,62656,13911,13911
1987,68192,13918,13918
1988,63808,13925,13925
1989,65280,13932,13932
1990,65536,13939,13939
1991,64032,13946,13946
1992,67936,13953,13953
1993,62464,13960,13960
1994,69600,13967,13967
1995,62208,13974,13974
1996,69472,13981,13981
1997,62624,13988,13988
1998,67936,13995,13995
1999,64032,14002,14002
2000,65440,14009,14009
2001,62112,14016,14016
2002,69472,14023,14023
2003,62752,14030,14030
2004,67872,14037,14037
2005,63936,14044,14044
2006,65440,14051,14051
2007,65536,14058,14058
2008,64160,14065,14065
2009,67872,14072,14072
2010,62432,14079,14079
2011,69696,14086,14086
2012,62048,14093,14093
2013,69728,14100,14100
2014,62752,14107,14107
2015,67808,14114,14114
2016,64128,14121,14121
2017,65536,14128,14128
2018,65600,14135,14135
2019,64032,14142,14142
2020,67872,14149,14149
2021,62144,14156,14156
2022,69664,14163,14163
2023,62080,14170,14170
2024,69568,14177,14177
2025,62624,14184,14184
2026,67840,14191,14191
2027,64224,14198,14198
2028,65344,14205,14205
2029,65536,14212,14212
2030,64032,14219,14219
2031,67936,14226,14226
2032,62496,14233,14233
2033,69568,14240,14240
2034,62176,14247,14247
2035,69696,14254,14254
2036,62528,14261,14261
2037,67808,14268,14268
2038,64064,14275,14275
2039,65472,14282,14282
2040,65536,14289,14289
2041,64064,14296,14296
2042,67872,14303,14303
2043,62496,14310,14310
2044,69536,14317,14317
2045,62144,14324,14324
2046,69504,14331,14331
2047,62624,14338,14338
2048,67808,14345,14345
2049,64096,14352,14352
2050,65472,14359,14359
2051,62144,14366,14366
2052,69344,14373,14373
2053,62464,14380,14380
2054,67840,14387,14387
2055,64032,14394,14394
2056,65408,14401,14401
2057,65504,14408,14408
2058,63808,14415,14415
2059,68000,14422,14422
2060,62240,14429,14429
2061,69504,14436,14436
2062,62176,14443,14443
2063,69440,14450,14450
2064,62592,14457,14457
2065,67744,14464,14464
2066,64000,14471,14471
2067,65728,14478,14478
2068,65312,14485,14485
2069,64064,14492,14492
2070,67744,14499,14499
2071,62336,14506,14506
2072,69504,14513,14513
2073,62176,14520,14520
2074,69568,14527,14527
2075,62592,14534,14534
2076,67648,14541,14541
2077,64096,14548,14548
2078,65376,14555,14555
2079,65472,14562,14562
2080,63936,14569,14569
2081,68000,14576,14576
2082,62240,14583,14583
2083,69632,14590,14590
2084,62080,14597,14597
2085,69408,14604,14604
2086,62592,14611,14611
2087,67840,14618,14618
2088,64128,14625,14625
2089,65216,14632,14632
2090,65440,14639,14639
2091,63872,14646,14646
2092,69216,14653,14653
2093,62368,14660,14660
2094,69472,14667,14667
2095,62176,14674,14674
2096,69408,14681,14681
2097,62720,14688,14688
2098,67648,14695,14695
2099,64000,14702,14702
2100,65408,14709,14709
2101,62144,14716,14716
2102,69728,14723,14723
2103,62400,14730,14730
2104,67936,14737,14737
2105,64096,14744,14744
2106,65536,14751,14751
2107,65504,14758,14758
2108,64128,14765,14765
2109,67904,14772,14772
2110,62528,14779,14779
2111,69472,14786,14786
2112,62176,14793,14793
2113,69536,14800,14800
2114,62624,14807,14807
2115,67840,14814,14814
2116,64224,14821,14821
2117,65440,14828,14828
2118,65568,14835,14835
2119,64064,14842,14842
2120,67840,14849,14849
2121,62368,14856,14856
2122,840032,14863,14863
2123,62752,14870,14870
2124,69504,14877,14877
2125,62624,14884,14884
2126,67872,14891,14891
2127,64064,14898,14898
2128,65472,14905,14905
2129,65664,14912,14912
2130,63840,14919,14919
2131,67744,14926,14926
2132,62400,14933,14933
2133,69632,14940,14940
2134,62176,14947,14947
2135,69568,14954,14954
2136,62720,14961,14961
2137,67808,14968,14968
2138,64096,14975,14975
2139,65408,14982,14982
2140,65568,14989,14989
2141,64032,14996,14996
2142,67904,15003,15003
2143,62400,15010,15010
2144,69760,15017,15017
2145,62016,15024,15024
2146,69632,15031,15031
2147,62560,15038,15038
2148,67840,15045,15045
2149,64128,15052,15052
2150,65440,15059,15059
2151,62080,15066,15066
2152,69568,15073,15073
2153,62592,15080,15080
2154,67936,15087,15087
2155,64128,15094,15094
2156,65408,15101,15101
2157,65600,15108,15108
2158,64032,15115,15115
2159,67936,15122,15122
2160,62272,15129,15129
2161,69568,15136,15136
2162,62112,15143,15143
2163,69568,15150,15150
2164,62656,15157,15157
2165,67808,15164,15164
2166,64160,15171,15171
2167,65632,15178,15178
2168,65600,15185,15185
2169,63936,15192,15192
2170,67904,15199,15199
2171,62528,15206,15206
2172,69504,15213,15213
2173,62112,15220,15220
2174,69728,15227,15227
2175,62592,15234,15234
2176,67776,15241,15241
2177,64160,15248,15248
2178,65344,15255,15255
2179,65536,15262,15262
2180,64000,15269,15269
2181,68000,15276,15276
2182,62432,15283,15283
2183,69664,15290,15290
2184,62144,15297,15297
2185,69408,15304,15304
2186,62624,15311,15311
2187,67872,15318,15318
2188,64032,15325,15325
2189,65440,15332,15332
2190,65568,15339,15339
2191,64032,15346,15346
2192,68160,15353,15353
2193,62144,15360,15360
2194,69664,15367,15367
2195,62336,15374,15374
2196,69568,15381,15381
2197,62528,15388,15388
2198,67712,15395,15395
2199,64096,15402,15402
2200,64768,15409,15409
2201,616928,15416,15416
2202,69376,15423,15423
2203,62592,15430,15430
2204,68128,15437,15437
2205,64160,15444,15444
2206,65216,15451,15451
2207,65888,15458,15458
2208,63872,15465,15465
2209,67712,15472,15472
2210,62400,15479,15479
2211,69568,15486,15486
2212,62112,15493,15493
2213,69632,15500,15500
2214,62560,15507,15507
2215,67808,15514,15514
2216,63456,15521,15521
2217,217632,15528,15528
2218,65408,15535,15535
2219,64000,15542,15542
2220,67904,15549,15549
2221,62432,15556,15556
2222,69600,15563,15563
2223,62112,15570,15570
2224,69888,15577,15577
2225,62560,15584,15584
2226,67616,15591,15591
2227,64160,15598,15598
2228,65376,15605,15605
2229,65728,15612,15612
2230,63936,15619,15619
2231,67744,15626,15626
2232,62464,15633,15633
2233,69632,15640,15640
2234,62176,15647,15647
2235,69504,15654,15654
2236,62656,15661,15661
2237,67872,15668,15668
2238,64128,15675,15675
2239,65440,15682,15682
2240,65632,15689,15689
2241,63936,15696,15696
2242,68000,15703,15703
2243,62368,15710,15710
2244,69632,15717,15717
2245,62432,15724,15724
2246,68992,15731,15731
2247,62688,15738,15738
2248,67904,15745,15745
2249,64032,15752,15752
2250,65408,15759,15759
2251,62080,15766,15766
2252,69472,15773,15773
2253,62656,15780,15780
2254,67904,15787,15787
2255,64352,15794,15794
2256,65312,15801,15801
2257,65472,15808,15808
2258,64064,15815,15815
2259,67936,15822,15822
2260,62336,15829,15829
2261,69440,15836,15836
2262,62144,15843,15843
2263,69536,15850,15850
2264,62720,15857,15857
2265,67744,15864,15864
2266,64128,15871,15871
2267,65504,15878,15878
2268,65632,15885,15885
2269,63968,15892,15892
2270,67936,15899,15899
2271,62368,15906,15906
2272,69792,15913,15913
2273,61728,15920,15920
2274,69568,15927,15927
2275,62624,15934,15934
2276,67808,15941,15941
2277,64128,15948,15948
2278,65408,15955,15955
2279,65568,15962,15962
2280,64096,15969,15969
2281,67840,15976,15976
2282,62368,15983,15983
2283,69696,15990,15990
2284,62208,15997,15997
2285,69472,16004,16004
2286,62688,16011,16011
2287,67776,16018,16018
2288,64256,16025,16025
2289,65344,16032,16032
2290,65536,16039,16039
2291,64032,16046,16046
2292,68064,16053,16053
2293,62272,16060,16060
2294,69632,16067,16067
2295,62080,16074,16074
2296,69440,16081,16081
2297,62688,16088,16088
2298,67744,16095,16095
2299,64192,16102,16102
2300,65376,16109,16109
2301,62208,16116,16116
2302,69408,16123,16123
2303,62432,16130,16130
2304,68032,16137,16137
2305,63872,16144,16144
2306,65440,16151,16151
2307,65440,16158,16158
2308,64000,16165,16165
2309,67936,16172,16172
2310,62304,16179,16179
2311,69504,16186,16186
2312,62240,16193,16193
2313,69408,16200,16200
2314,62560,16207,16207
2315,67840,16214,16214
2316,63872,16221,16221
2317,65536,16228,16228
2318,65472,16235,16235
2319,63936,16242,16242
2320,68000,16249,16249
2321,62272,16256,16256
2322,69504,16263,16263
2323,62144,16270,16270
2324,69408,16277,16277
2325,62496,16284,16284
2326,67808,16291,16291
2327,64032,16298,16298
2328,65600,16305,16305
2329,65280,16312,16312
2330,63680,16319,16319
2331,67840,16326,16326
2332,62336,16333,16333
2333,69632,16340,16340
2334,62176,16347,16347
2335,69440,16354,16354
2336,62656,16361,16361
2337,67744,16368,16368
2338,64000,16375,16375
2339,65440,16382,16382
2340,65504,16389,16389
2341,63936,16396,16396
2342,67872,16403,16403
2343,62336,16410,16410
2344,69600,16417,16417
2345,62080,16424,16424
2346,69408,16431,16431
2347,62592,16438,16438
2348,67808,16445,16445
2349,64224,16452,16452
2350,65184,16459,16459
2351,62144,16466,16466
2352,69632,16473,16473
2353,62688,16480,16480
2354,68000,16487,16487
2355,64320,16494,16494
2356,65408,16501,16501
2357,65568,16508,16508
2358,64192,16515,16515
2359,68032,16522,16522
2360,62528,16529,16529
2361,69664,16536,16536
2362,62048,16543,16543
2363,69600,16550,16550
2364,62688,16557,16557
2365,68000,16564,16564
2366,64224,16571,16571
2367,65440,16578,16578
2368,65696,16585,16585
2369,64128,16592,16592
2370,67872,16599,16599
2371,62464,16606,16606
2372,69664,16613,16613
2373,62208,16620,16620
2374,69696,16627,16627
2375,62624,16634,16634
2376,67968,16641,16641
2377,64064,16648,16648
2378,65472,16655,16655
2379,65600,16662,16662
2380,64096,16669,16669
2381,67968,16676,16676
2382,62496,16683,16683
2383,69536,16690,16690
2384,62336,16697,16697
2385,69472,16704,16704
2386,62720,16711,16711
2387,67936,16718,16718
2388,64160,16725,16725
2389,65600,16732,16732
2390,65504,16739,16739
2391,64096,16746,16746
2392,68128,16753,16753
2393,62400,16760,16760
2394,69600,16767,16767
2395,62304,16774,16774
2396,69472,16781,16781
2397,62720,16788,16788
2398,68032,16795,16795
2399,64096,16802,16802
2400,65568,16809,16809
2401,62112,16816,16816
2402,69376,16823,16823
2403,62720,16830,16830
2404,67872,16837,16837
2405,64160,16844,16844
2406,65472,16851,16851
2407,65568,16858,16858
2408,64192,16865,16865
2409,67808,16872,16872
2410,62464,16879,16879
2411,69632,16886,16886
2412,62144,16893,16893
2413,69568,16900,16900
2414,62624,16907,16907
2415,67872,16914,16914
2416,64192,16921,16921
2417,65472,16928,16928
